"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mrpl15",4216.29315834243,-0.187075115250256,0.0584552020798612,-3.20031594441628,0.00137277015843146,0.004707266093505
"St18",598.645027601017,-0.517410430166542,0.130956607624723,-3.9510066696998,7.78231553191913e-05,0.0003435724516145
"Pcmtd1",2962.74206817952,0.920441356216775,0.129361622566978,7.11525828102697,1.11703453810868e-12,1.26401276680719e-11
"2610203C22Rik",821.125924095238,-0.143088649725468,0.100682789361874,-1.4211828122002,0.15526362009764,0.277486935336597
"Vxn",18.7918111101581,-0.501100971443633,0.442758974136724,-1.13176920336999,0.257731478388643,0.409854052171288
"Mybl1",323.181236735111,-0.253371960420644,0.183259826163552,-1.38258321927316,0.166792697340661,0.293697214809518
"Cops5",6466.16689158747,-0.171008920002297,0.0608870098480358,-2.80862733166085,0.00497532029996912,0.0148392674569643
"Cspp1",875.972926767373,0.0637342865802842,0.0666329574818361,0.956497940192103,0.338820724532324,0.500490936272413
"Xkr9",2.78251641236259,0.000181913745330329,1.14563933600797,0.000158787970710062,0.999873305530262,0.999929669716475
"Gm5523",2.6384512542258,1.31608434869609,1.55948682856485,0.843921426324096,0.3987133142189,0.564712533313989
"Terf1",957.367620226651,-0.554142636314467,0.0788320498889503,-7.02940792602858,2.07411767849724e-12,2.29863557153045e-11
"Tmem70",3558.77995940446,-0.181965016339044,0.0768558122030593,-2.36761555337257,0.0179031283735484,0.0455523384652415
"Ly96",760.471046400873,0.836720620027821,0.0954183545508976,8.76896928233552,1.80309219728414e-18,3.05247891666212e-17
"Ogfrl1",2441.55842147736,-0.529519782318113,0.109503566089869,-4.8356396163714,1.32718182246141e-06,7.97050535835762e-06
"Zfp451",1836.18634561772,0.037137898917944,0.0777344380469397,0.477753488042435,0.632825669418036,0.768306081583118
"Gm15455",397.951255516828,-0.25013626887327,0.10411851040079,-2.40241881976994,0.0162870491377756,0.0420773681389169
"Bend6",466.752776347084,-1.33160149969403,0.100206709860182,-13.2885462615429,2.69768514927415e-40,1.18367817774274e-38
"Ccdc115",2309.08309685773,-0.133147944666633,0.0474028785927203,-2.80885778711086,0.00497176034160814,0.0148392674569643
"Arhgef4",2.63255507234874,1.96456936883357,1.87383114273976,1.04842390758921,0.294443343371766,0.454290052564978
"Arid5a",718.324574460172,0.906256387416855,0.152979675904592,5.92403129407891,3.1414363471298e-09,2.58282529496331e-08
"Kansl3",2664.85026840689,-0.193884791577348,0.075124876021772,-2.58083343154082,0.00985621247789958,0.0272376051767148
"Sema4c",2674.06849412674,-0.631415823952695,0.0929193955674337,-6.79530705184649,1.08082081820553e-11,1.12804114521451e-10
"Fam178b",15.2280124296431,-0.334984839096103,0.552136144735514,-0.606706954960481,0.544045405766037,0.700417737962263
"Cox5b",2038.60613066836,0.0292467708940842,0.0780271950933732,0.374827915563097,0.707788451732297,0.825082566765784
"Coa5",15362.6931009308,0.134468526697941,0.070918669629016,1.89609488448334,0.0579474989150715,0.124962008693484
"Unc50",2424.48141676542,0.322107061963931,0.070975551230916,4.53828193480272,5.67144024378531e-06,3.08308382405523e-05
"Mgat4a",3329.63919844673,0.124578935088366,0.0803838673023035,1.54980021824349,0.121189474646806,0.22835878220038
"Mitd1",1050.34431358071,-0.0176408400236708,0.114892200868277,-0.153542537181405,0.877970448159296,0.938352320753816
"Mrpl30",4243.78805255991,0.14070878007601,0.0947824737227304,1.48454428914388,0.137664582647128,0.251896895907511
"Chst10",899.139282681426,-0.500276078013985,0.161447180477196,-3.09869814099756,0.00194372948658373,0.00640462589449046
"Tbc1d8",678.58231663706,0.169855614109448,0.106812723364458,1.59021892485485,0.111785466122904,0.213824512601641
"Gm53550",5.2676798728312,-1.57393605089184,1.13577175995898,-1.38578551288217,0.165812407342934,0.292330197447566
"Gm35600",2.69598198428127,-1.94811545226276,1.71969224474188,-1.13282795699016,0.257286508644823,0.409297812494539
"Map4k4",13505.6650267391,0.597275277019384,0.0511284749359935,11.6818519967024,1.57819019773118e-31,4.98986606635594e-30
"Slc9a4",170.43602198957,-0.618463759968085,0.216818353600002,-2.85245114031748,0.00433834812152556,0.0131650648712491
"Mrps9",2549.78327281941,0.020613695868876,0.0714062009724759,0.288682153484425,0.772824620976034,0.872173020482177
"Uxs1",1680.67104999557,0.191843575747776,0.0620559682097826,3.09146051994937,0.00199174466553523,0.00654278232375973
"Gm28321",2.36209440971824,-2.34839791637941,1.96843555628678,-1.19302758420467,0.232858570188126,0.378274216777084
"Pms1",539.909320271786,-0.357817348489993,0.133263633804633,-2.68503370555361,0.007252249214349,0.0208505112402902
"Ccdc150",4.35502944989952,-0.633726595991351,0.962780661372088,-0.658225306570043,0.510393365751492,0.669113253881529
"Hspd1",28010.2268591882,-0.17413843609449,0.0658350560064391,-2.64507158735397,0.00816736360812066,0.0231660049570705
"Hspe1",6239.53427769217,-0.14690253362973,0.0793714219971056,-1.85082401112943,0.0641948755652205,0.136113394936118
"Mob4",2837.81084486443,0.00587128800496616,0.0958255925078819,0.0612705630229547,0.951143734046907,0.980090595830745
"Tyw5",426.280834936358,-0.133699314510467,0.120670998506951,-1.10796559376083,0.267876675313954,0.422714848542254
"Maip1",1165.66344368068,-0.208207255292404,0.091115785007847,-2.28508436023981,0.0223078816770658,0.0552556977024094
"Aox2",18.9926976263969,1.0310551684153,0.495875737851441,2.07926117313727,0.0375933517512341,0.0860305548325208
"Gm53481",8.31104993588481,1.83013817666359,0.913864398781542,2.00263647331455,0.0452163220039749,0.101176045241084
"Ndufb3",3288.48036990306,-0.124902180073626,0.0576827236478961,-2.16533083347534,0.0303623587239712,0.0717352431390527
"Gm20257",83.04769817051,0.374928540078891,0.265620508471613,1.41151954808098,0.158091475795712,0.281838037280913
