"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lypla1",4009.38638115587,0.142982531202652,0.128515213461542,1.11257280248334,0.265891946678028,0.432110011166862
"Gm46206",1.28165239713439,2.00297200881521,2.29063851780031,0.874416453425682,0.381891500287172,0.558602220214398
"Rb1cc1",2892.52786964723,0.153055047595946,0.10463158507064,1.4627996650592,0.143522204774673,0.269964081047236
"Rrs1",2623.93936366893,-0.261700350273021,0.0803533918321983,-3.25686749875512,0.00112649003814439,0.00410880020323177
"Adhfe1",1024.27969379757,0.667240555312784,0.0824607133719492,8.09161754765706,5.88775336135714e-16,1.06353386114673e-14
"Vcpip1",5331.89806659168,0.326383604260515,0.125720721544192,2.59610031068575,0.00942885338310181,0.0271818496516019
"Snord87",8.16580645693068,-0.411177485331881,0.685161970155989,-0.600117203291754,0.548428128205983,0.709015859015517
"Tcf24",5.76484302700383,-2.29632726971882,1.01992196761233,-2.25147348781457,0.02435556424435,0.062495224599933
"Ppp1r42",0.932610864132711,-2.82415158984908,3.14146994308016,-0.898990485670554,0.368657728476714,0.545024352070803
"Tram1",11777.7656797787,-0.0217880750478594,0.0947950423782941,-0.229844035101654,0.818212965531874,0.90554471653321
"Lactb2",2236.61119100109,-0.268997127374316,0.0789283004861324,-3.40812010036348,0.000654120977356945,0.00252763895494806
"Gm51616",34.4322973144666,-0.673743342245107,0.377797986900123,-1.78334285942932,0.0745305086176315,0.160864331544551
"Ube2w",1778.79545328374,-0.0719850741103618,0.103434244400376,-0.695950113307929,0.486460072027394,0.658374302796905
"Eloc",4481.25572435298,-0.171388713641133,0.0732525982732435,-2.33969466860174,0.0192995107459195,0.0510763796019916
"Pkhd1",17.8193046919448,1.2882090520442,0.496751520972714,2.59326644742162,0.00950690854787935,0.0273686170144857
"Tram2",345.430697373643,-0.129555991805301,0.124631435621431,-1.03951295400968,0.298566236620355,0.469617660364843
"B3gat2",7.72130466527737,0.651641729250679,0.756106106897959,0.861838997603312,0.388776121680376,0.565221624365721
"Lmbrd1",4217.45976355951,0.572695782633305,0.0709718854550765,8.06933307409182,7.06831982048253e-16,1.26176438520927e-14
"Ptp4a1",850.545166896388,-0.274280706389664,0.177440409658298,-1.54576235998245,0.122161970520973,0.238252480639018
"Gm53209",6.21982781201319,0.149205053634364,0.936645468864488,0.159297256639962,0.873434682046166,0.936346118814964
