"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC118567656",3.28811215168268,-1.19980581447072,1.49104433761673,-0.80467480691317,0.421007361242992,0.579781762550555
"Tcea1",2615.19286343507,-0.29661610667912,0.0894094761787752,-3.31750189528046,0.000908262994420128,0.00319985697028315
"Rgs20",13.2605885100522,0.796417468524876,0.685551655044838,1.1617176658596,0.245350167446322,0.388109429347719
"Gm26901",13.9244095566844,-0.697233148500093,0.622558031400094,-1.11994884546274,0.262735561617141,0.408840268595648
"1700034P13Rik",20.6921337533158,-0.0195989432402839,0.444287855390265,-0.0441131644777193,0.964814199264615,0.985683269074001
"Gm39590",2.06320066096123,-0.356739737789325,1.83020748013197,-0.194917648224016,0.845457417892013,0.917968878171049
"Sgk3",4130.09650904447,0.217096283772184,0.107263662111476,2.02394995190974,0.0429753015353154,0.094526478836441
"Arfgef1",10711.7176360788,0.124276174086477,0.0964431213092317,1.28859552033787,0.197538741605726,0.328423785984519
"Cpa6",2.12111857960216,0.167536045909358,2.16842498887269,0.0772616284949087,0.938415415652195,0.974347824107257
"Rpl7",37206.3950786966,-0.133241952800607,0.0817372333839714,-1.63012555336545,0.103074964034039,0.197099214665635
"Tmem14a",121.78285578884,0.233810064018003,0.200301020787528,1.16729342216393,0.243091894144103,0.384971827840115
"Gm53541",14.7770748695908,0.0238589625848462,0.607202408855463,0.0392932607593221,0.968656579603673,0.986971388684759
"Smap1",2342.96314656608,0.267896045845294,0.0530292090051789,5.05185822815366,4.37532414928219e-07,2.65744037564062e-06
"Sdhaf4",687.959107489109,0.142672962605164,0.112354949452873,1.26984136702413,0.204141142125783,0.33700126486829
"Gm38471",2.97604325623717,-3.40204234998626,1.44762402852015,-2.35008695832719,0.0187690256493457,0.046761241733373
"Dst",11414.7570019445,-0.47463768414133,0.219621440610868,-2.16116278456759,0.0306827670656281,0.0708959153253629
"Gm32504",4.32923454042159,-0.340746170073626,0.8787780334745,-0.387749985882542,0.698201060744834,0.814923370816589
"Ptpn18",2228.23674313882,0.082273536404627,0.119634946313687,0.687704880051543,0.491638646262281,0.642723866326709
"Gm28417",67.8564708092438,-0.047532917994068,0.300134191958403,-0.158372219052789,0.87416350347404,0.937511917606887
"Gm32790",12.1465929792817,0.42132094085775,0.56843946872042,0.741188752790443,0.45857900195084,0.614999216719649
"Gm39624",1.93870523474353,2.9105613972988,1.69389307922254,1.71826748275912,0.0857478376368618,0.168883862037362
"Hs6st1",3417.46171339803,0.0843180790834056,0.0584069911921224,1.44362990392797,0.148843108501255,0.263961006342099
"Lman2l",3141.78414753316,0.787546989191659,0.0858521843152331,9.17329006213673,4.58797850567101e-20,9.13899225560913e-19
"Cnnm3",1787.96395472121,0.596962935711514,0.0806730514721671,7.39978127538006,1.36408992634084e-13,1.68131083883008e-12
"4933424G06Rik",5.40499913597701,-0.0557478193214614,1.00170234515053,-0.0556530785730407,0.95561817940486,0.983222327549235
"4930594C11Rik",11.5140446604659,-0.0419258151767039,0.612941726780378,-0.0684009806232791,0.945466441235881,0.979732606635702
"Txndc9",4396.23506858421,-0.0531303609004047,0.0527481067453253,-1.00724678436185,0.313816195733311,0.467719670449328
"Eif5b",16597.192402864,0.288211326846451,0.0586481700226708,4.91424245181122,8.91264008162659e-07,5.15975568361936e-06
"Gm34448",1.61989756174296,-4.21975500970997,2.14429348636865,-1.96789993372414,0.0490795524490035,0.10513830731048
"Npas2",173.406309048853,-1.63985461550372,0.221736486965948,-7.39551094157792,1.40865559057735e-13,1.72611645690863e-12
"Snord89",21.9200177486846,-0.366561949515932,0.489622245641349,-0.748662775801328,0.454060485034751,0.611084283894031
"Rnf149",12523.9691313829,-0.0317641768624779,0.063366154277852,-0.501279858695484,0.616174178244954,0.754158436564805
"Il1r2",13.1329263284069,-1.3335080448311,0.758094785958551,-1.75902548009875,0.0785731808320044,0.156587519695076
"Il18r1",8.11232109362751,0.389782382643288,0.821910676021825,0.474239347431152,0.635329237527455,0.770646114091745
"Mfsd9",227.258970767268,0.293141268699326,0.16427109358152,1.78449696966225,0.0743429467779463,0.149361092403302
"Tgfbrap1",3240.13731698013,0.552708505531119,0.0639074544775297,8.64857644620247,5.21458153604012e-18,8.76675447839066e-17
"Gm28782",1.74591851093912,0.195998124279221,1.90443629408951,0.102916608388271,0.918029156107647,0.96461913578011
"8430432A02Rik",2.49662523593719,1.05256554711737,1.86586725426109,0.564115986661761,0.572675198846693,0.71416919778646
"Tpp2",9800.94134299228,0.232576798984087,0.0740042947848172,3.14274731838675,0.00167370253641831,0.00549575918794232
"Bivm",1265.57438211128,0.00274115187152267,0.107154201236388,0.0255813756240462,0.979591241308088,0.991132475562429
"Dnah7c",7.94733440395364,1.16105654192215,0.736739496197968,1.57593905025307,0.1150398503462,0.215373047218298
"Nabp1",5047.32402511833,2.4133152069863,0.112139720979615,21.5206100559586,9.98402080318847e-103,1.55417923836301e-100
"Nab1",6906.52045119494,0.0567702256112993,0.0653913284120764,0.868161375366937,0.385305995583231,0.545266363446572
"Inpp1",1235.03444773145,-0.484461166688297,0.131933927472846,-3.67199837045711,0.000240661217351328,0.000946210567378514
"Osgepl1",550.536194360594,-0.354508971347511,0.114187385125091,-3.10462465673551,0.00190520626180611,0.00617868975182954
"Asnsd1",5858.4255388793,0.0375844290268998,0.0596529517635071,0.630051454551696,0.528660919815657,0.676602267352377
"Gtf3c3",2824.97571217473,-0.0380248845085595,0.0866130491585597,-0.439020273249457,0.660646846637007,0.788610819771469
"Mars2",654.299788403761,-0.441746447427103,0.0980716208428108,-4.5043249375386,6.65842602209792e-06,3.35154066717097e-05
"Boll",27.5177945993994,-0.823445645705347,0.416461034123586,-1.97724535607091,0.0480139030442726,0.103488427946194
"Satb2",504.336787710834,0.0807467672397814,0.0908399005404267,0.888890969270122,0.374061679316705,0.534287126504445
"Spats2l",4.40340338367332,0.0834974878211324,5.15382351003016,0.0162010762802865,0.987073976829424,0.99339893802126
"Bzw1",23323.9500960229,0.280501867535557,0.0729480194628929,3.84522937841023,0.000120439721148237,0.000496282498025531
"Clk1",3262.22897760417,-0.145751479350351,0.135382531513867,-1.0765899981374,0.281663474516349,0.430580255978993
"Gm23966",2.15372584102954,-1.82996903519408,1.29978936772954,-1.40789660280931,0.159161689191932,0.278036816156978
"Casp8",7384.73043807235,0.11440305783274,0.0472063055699288,2.42346984055487,0.0153730296930918,0.0394342916557379
"Gm28802",5.84133202895919,-2.06937138830735,0.861462281155862,-2.4021613407505,0.0162985181416885,0.0414665083229521
"Cdk15",435.553780507711,0.860522158509286,0.146066610862707,5.89129954769829,3.83170257111182e-09,3.06171975406521e-08
"Gm51625",5.73408841041864,0.0543860325781444,1.17344545117776,0.0463473035952019,0.963033436976642,0.98564233191262
"Fzd7",1406.31570427048,0.420850503776307,0.139180307775649,3.02377908557794,0.00249638655945719,0.00781543960369909
"Snord70",1.86823731983057,-0.899765974502373,1.59911116949103,-0.562666305925907,0.573662132113231,0.715036162892025
"Gm26287",2.18551153346038,0.251171562251754,1.18559756393096,0.211852292795685,0.832222270560554,0.908763367930893
"Raph1",6100.41095701873,1.32843858742934,0.106767891890334,12.4423041788053,1.53996488022852e-35,6.53785090060652e-34
"Gm11578",4.69168339585919,-2.74812528100432,1.84155340238334,-1.49228649978203,0.135624054339626,0.245173290490085
"2310016D23Rik",33.1085977294012,0.734113586225313,0.41568146039025,1.76604841971088,0.0773877259055658,0.154665055625817
"Ino80d",2887.52504389351,0.420150721788934,0.138317874830025,3.03757357684425,0.00238491175040948,0.00749722070828052
"Gm26457",6.66905695724504,-0.858302824509663,0.819010514722059,-1.04797534229574,0.294649967569637,0.447080799167936
"Gm39654",6.15730727487799,-0.142536816499358,0.89376877290529,-0.159478402938633,0.87329197250405,0.937073576059532
"Creb1",3809.65179647499,-0.0884460421171466,0.106952604951872,-0.826964823876399,0.408256999456735,0.566679051755831
"Gm51627",2.66058528308125,-2.25782750916083,1.61092880059295,-1.40156877717363,0.161044056105708,0.280625276870767
"Pikfyve",7393.50642455702,0.61166006625769,0.132452260276172,4.61796623917431,3.87519279680937e-06,2.02832320361018e-05
"Pth2r",1.84878867696955,-1.16694927130223,1.74852599709487,-0.667390289444415,0.504522866925068,0.654074524887742
"Acadl",5798.97858503258,0.161102996069517,0.0518227084660853,3.10873361964377,0.00187891036159428,0.00609811602299674
"Gm15793",102.172636240489,-0.269491063184592,0.266217324984357,-1.01229723948442,0.311395954368542,0.465102059776469
"Bard1",786.531311311302,-0.390075867922053,0.108868082918877,-3.58301402453021,0.000339652364404634,0.0012930787025296
"Xrcc5",849.288583018995,0.0457164572360016,0.112052808464217,0.407990284782559,0.683280807475477,0.804690123910887
"Gm31137",36.300180688953,0.735430458506982,0.370747328698361,1.98364331063145,0.0472956173657237,0.102307503750971
"Gm31691",6.01236642172926,0.20799454337759,0.885464504316657,0.234898793078224,0.814287286348995,0.896373546858771
"Aamp",7261.76591817149,0.315181845710649,0.0683066956205469,4.61421596883456,3.94581965460149e-06,2.060159007241e-05
"Gm53562",15.9877691612467,0.494532779417319,0.471724214727932,1.04835148160147,0.294476698630726,0.446979257618253
"Vil1",8.55530544912852,-1.92382323309242,0.933678953826667,-2.06047616818143,0.0393530418659401,0.08765280072207
"Prkag3",7.45683369348803,-0.801961760319816,1.73869301287589,-0.461244023171939,0.644623540497241,0.777971931773577
"Wnt6",23.1359477069882,-0.719883520019392,0.492148751733194,-1.4627356413771,0.143539729575918,0.25672233336493
"Ihh",4.17080861436244,0.815670583018233,0.965782670138764,0.844569496055502,0.39835124632599,0.557612136526025
"Stk16",2194.49052623651,0.297662337720716,0.0691222551526742,4.30631693169229,1.65995183247057e-05,7.83027783599755e-05
"Tuba4a",5291.44357233613,-0.496025580815152,0.141048642794114,-3.51669871463557,0.000436949450299245,0.00161966233814099
"Chpf",420.77023404465,1.98097418864513,0.194537208115175,10.1830092445467,2.36143628236055e-24,5.97898596069962e-23
"Gm2102",3.37639947248631,-1.3589662659126,1.3907461484147,-0.97714904151392,0.328495371737879,0.483765258379225
"Sgpp2",8.00969643556998,-0.461416444159814,0.692799781021138,-0.666017017903382,0.505400222961701,0.65480799540938
"Col4a3",13.773385270888,1.13760825258754,0.673426538844205,1.68928336940805,0.0911651388598046,0.177968917151769
"Agfg1",7645.21336511449,-0.149494324252489,0.0767525075726374,-1.94774514840456,0.0514454649691735,0.109536620701842
"Trip12",31011.7304268655,0.448740422646483,0.100879457202431,4.44828347704146,8.65592445738853e-06,4.28010005816517e-05
"Fbxo36",269.695049149772,0.240543084691216,0.148571385807707,1.61904045912681,0.105438558201145,0.200614875563337
"A530040E14Rik",404.00722781852,0.64692442742817,0.198367539185723,3.26124138094228,0.00110925568510119,0.00381522229499207
"Gm53567",8.74042316053897,0.539457268718518,0.758828639537982,0.710907892257428,0.47714131501117,0.630835151617473
"Gm2619",2.73222573142542,-0.877780550707492,2.13528056960273,-0.411084408860988,0.681010641943517,0.802885758229622
"Gm7592",96.9894299816427,-6.24133448279287,1.24335569616878,-5.01974978039241,5.17388294120586e-07,3.0888963070864e-06
"Armc9",812.290222070942,0.33298266781068,0.0753881963434999,4.41690720777392,1.00123186050837e-05,4.89892608814513e-05
"Pde6d",1613.45058862074,-0.00439912865508147,0.0857808190997583,-0.0512833603275055,0.959099727191231,0.98511677403674
"Gm53571",13.4771502856041,-0.0565045503883775,0.663123147527862,-0.085209739094507,0.932094648065503,0.972590319220286
"Efhd1",3.68354181847283,-0.332581003412373,1.3442764067046,-0.247405222433139,0.804594632879281,0.888521083024598
"Kcnj13",2.63445043851258,1.37666021735553,1.18068721919554,1.16598214579938,0.243621664212738,0.385665481991013
"Atg16l1",1785.72309619955,0.245914391354622,0.0759964916499436,3.23586505134154,0.00121274703820203,0.00414067896146476
"Gm25395",2.08889540604366,-1.88342164564151,1.87623364313641,-1.0038310807033,0.315460040555018,0.469365115575144
"Ugt1a7c",3133.09877457419,0.0377186967707567,0.10617137709835,0.35526238616851,0.722393031394061,0.832431869632149
"Ugt1a6b",105.078822761783,0.825906911515956,0.674911936175647,1.22372544808722,0.221055816311374,0.357979811508005
"Glrp1",742.427834809817,-0.580489750595491,0.122735013395226,-4.72961817933913,2.24942484483983e-06,1.2230701970067e-05
"Gm19589",16.5438543602381,0.769264874859622,0.464798091522611,1.65505170716089,0.0979140097200794,0.188430669804713
"Agap1",2069.63626383523,-0.188543118900897,0.103510812808513,-1.82148235324639,0.0685335667560743,0.139354901342903
"Gm41914",26.9090913557741,0.378800683394858,0.350531506702161,1.08064660708721,0.279854342052539,0.428654445935431
"Mlph",1.77391089308697,0.0361961650167487,1.81164625680282,0.0199797089971788,0.984059559209702,0.992799406471046
"Rbm44",1.89376742831356,-5.0809361530353,2.62479763759607,-1.93574395231805,0.0528990684634454,0.112063903604769
"Ilkap",2038.04648289471,0.0341504886006012,0.0730093141298419,0.467755231063627,0.639959639166828,0.774050262847227
"Hes6",869.303811803035,0.32836610777151,0.0979242559400304,3.35326630383185,0.000798638250311135,0.00284223248607765
"Hdac4",1943.28155558573,-0.229320915701268,0.0761420682892378,-3.01175054544297,0.00259745952915869,0.00808675733411405
"Gm50604",3.63151504908305,1.87038911291996,1.1894644057738,1.57246329006642,0.115843146312815,0.21658751955194
"Ndufa10",10742.6150906887,0.213164134873569,0.0466518368058871,4.56925492045513,4.89461150883494e-06,2.51799904181557e-05
"Dusp28",335.962927382059,0.545417257094616,0.159796822558424,3.4131921296195,0.000642066589379018,0.00231441327200687
"Capn10",766.93936108569,0.18847880137448,0.0955424190516207,1.97272377280553,0.0485270419576339,0.104273597826143
"Sned1",25.2132566107785,-0.318587718614582,0.455025142913834,-0.700154098242681,0.483831074071942,0.635481876351367
"Hdlbp",33142.1230306056,0.163566951998422,0.0408205431430477,4.00697637523425,6.15010120533008e-05,0.000266208809124638
"Gm17415",6.98913662837058,-0.322784336963755,0.879132488608803,-0.367162334626661,0.713497932837477,0.825113159479224
"Stk25",3344.54002365334,0.100701566714669,0.0520679554332213,1.93404111755112,0.0531080726052968,0.112393368157131
"D2hgdh",1123.62868840625,0.445365639633531,0.0711183837307809,6.26231385290568,3.79306537242683e-10,3.40646447869871e-09
"Macir",5042.85045645972,-0.427496686212871,0.0766367029045838,-5.57822387981806,2.42986797959614e-08,1.75476548423412e-07
"Ppip5k2",6844.42906009425,0.0470086069578559,0.0829325061721774,0.566829692331504,0.570829895316118,0.71277422757387
"Gm10193",609.617109192377,-0.0780686227121804,0.0807172462967466,-0.967186398123285,0.333450860582073,0.489454733864382
"Tnfrsf11a",4389.25692314205,0.579676174343359,0.0640484801166161,9.05058438994828,1.42205220032969e-19,2.76707657314153e-18
"Gm7160",32.5090925369208,0.802065538383136,0.400897650142421,2.00067408252006,0.0454275242119007,0.0988772057289583
"Gm37053",2.69825225774684,5.08306564406051,1.99281490724681,2.55069631684112,0.0107507957187333,0.0287989766767599
"Kdsr",946.607985040166,0.09646464739272,0.0744864035731024,1.29506383400627,0.195298209708361,0.325763709661693
