"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Significance","Label","Comparison","Mean_log2FC"
"M2_polarization","M2_polarization",35,0.541890545414474,1.24316840889761,0.15,0.6,0.6,2720,"tags=11%, list=12%, signal=10%","Fn1/Car2/Egr2/Fgl2","","M2_polarization ","M1_NLRP3_vs_U",0.162366850486202
"M1_polarization","M1_polarization",42,0.321945479551766,0.76662490439759,0.903716216216216,1,1,5445,"tags=24%, list=23%, signal=18%","Ccl19/Inhba/Sphk1/Ccr7/Apol6/Tymp/Slc7a5/Vcan/Il15ra/Pla1a","","M1_polarization ","M1_NLRP3_vs_U",0.079812428127834
"Pyroptosis","Pyroptosis",24,-0.258136068547275,-0.577263202203269,0.992647058823529,1,1,7721,"tags=46%, list=33%, signal=31%","Casp8/Casp9/Nlrp1a/Tnf/Gsdmd/Gpx4/Prkaca/Plcg1/Il18/Il1a/Il1b","","Pyroptosis ","M1_NLRP3_vs_U",-0.0273735570138774
"Inflammasome","Inflammasome",25,0.228742629043718,0.491343648176598,1,1,1,2041,"tags=4%, list=9%, signal=4%","Tnfsf4","","Inflammasome ","M1_NLRP3_vs_U",0.0300570102756039
