"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mrpl15",4405.82064342382,0.0408312510781756,0.0421875213437594,0.96785138774728,0.333118595304199,0.631184556135793
"Lypla1",4118.60477450394,0.204753792430773,0.0781256175018365,2.62082782802913,0.00877165490286279,0.0643757316848513
"Tcea1",2424.12710671687,0.0472263911232684,0.053457307585077,0.883441259141379,0.376997906864923,0.669635613753125
"Atp6v1h",7616.2362592417,0.0283336787249957,0.0369900318755928,0.76598146279758,0.443687332169244,0.723644081585184
"Rb1cc1",3067.17861473025,-0.0290898526444615,0.0542826065478423,-0.535896385499155,0.592030162666768,0.824443740251921
"St18",251.493683970383,0.0108933285546887,0.157218128245155,0.0692879929069146,0.944760383040523,0.981710306540052
"Pcmtd1",3117.34308905986,-0.047366944846952,0.0774401833363881,-0.61165848021301,0.540763737620286,0.791581441886588
"Rrs1",2395.33189839067,0.176438578036257,0.074465431658328,2.36940247450409,0.0178168532616716,0.104993079596743
"Adhfe1",855.912097644814,0.304864538662798,0.0819295147649161,3.7210587605402,0.000198389264957059,0.00340201868342569
"2610203C22Rik",782.013607832632,0.113838586507566,0.0886266810349216,1.28447308618845,0.198976474733538,0.479318761095333
"Mybl1",252.389932670119,-0.00219455099070441,0.134109081248355,-0.0163639253231505,0.986944059315521,0.994750626018228
"Vcpip1",4916.9099134371,-0.0167121082627295,0.0620081427278927,-0.269514736734923,0.787533603365029,0.918208262855488
"Sgk3",3606.86308047968,-0.113634617190646,0.0454418961628748,-2.50065747220036,0.012396300844631,0.0820302516073634
"Gm6195",130.037567373714,-0.321034838645743,0.192938959031562,-1.66391920147774,0.0961285772359584,0.315374598773374
"Snhg6",1302.48672627151,0.275447277933744,0.0769371236755758,3.5801608479053,0.000343382768764998,0.00527756179421372
"Cops5",5998.51109252113,-0.0483929258570974,0.0529834043128536,-0.913360069718234,0.361053199061521,0.65335751629744
"Cspp1",875.970957339378,-0.0302388351769637,0.0711849502680318,-0.424792530768172,0.670987923103692,0.867817822413216
"Arfgef1",10227.0374122802,0.0693096584961249,0.0495336389194739,1.39924423095183,0.161739756987901,0.427336733091592
"Ncoa2",3987.11391373947,-0.0331204703551421,0.0499458299527582,-0.663127840431712,0.507248681457234,0.768547904806852
"Tram1",11286.5657371459,0.192215118299442,0.050369716977411,3.81608493821085,0.000135585847792769,0.0024980481867891
"Lactb2",2362.11287111047,0.0513433607146135,0.0562391143312551,0.912947533494126,0.361270136222621,0.65335751629744
